alpha,delta,class
241.7501889,6.622893362,GALAXY
160.1193552,31.16376479,GALAXY
126.4130001,39.89974192,QSO
44.48828915,3.008231471,GALAXY
7.061956122,-7.274035993,GALAXY
115.6156025,49.08724121,STAR
244.6742287,25.34657645,GALAXY
172.2081229,7.497992063,GALAXY
182.0481772,7.6072921,GALAXY
202.7399994,7.224634624,GALAXY
347.4943823,-1.839725557,GALAXY
344.3331202,2.675199714,QSO
255.9707517,45.34204845,GALAXY
237.2727912,20.21127657,QSO
213.7098047,56.97325332,GALAXY
206.6727234,27.98447852,GALAXY
345.7140151,25.67327413,STAR
7.920700151,15.20349751,GALAXY
17.6075582,30.43289749,GALAXY
10.87169053,20.45908574,GALAXY
211.2360329,27.00787232,GALAXY
121.0720763,43.09265342,STAR
175.1630695,54.17131963,GALAXY
145.5093114,47.19257665,GALAXY
138.6764142,50.20119424,GALAXY
241.5568906,18.39913143,STAR
8.979315263,1.551228976,QSO
340.2951868,18.57890202,GALAXY
118.947924,13.21164424,STAR
267.578978,25.42781499,STAR
117.3905232,28.34196233,STAR
116.6459971,27.56086591,GALAXY
118.9097685,29.96143127,STAR
330.3757654,21.24113123,STAR
338.334092,22.87123265,GALAXY
337.3726918,22.69742293,GALAXY
197.1061995,47.53859745,GALAXY
38.03785196,25.73904639,STAR
329.6485648,18.56471128,GALAXY
44.9638286,0.629330118,QSO
143.7651058,46.5432053,STAR
125.5692705,3.708146924,GALAXY
249.1700656,22.27573554,STAR
13.58667172,11.80855934,STAR
236.7464862,43.21244086,GALAXY
129.6511236,28.97371214,GALAXY
141.6359932,35.44165515,GALAXY
137.7379122,33.59119821,GALAXY
172.4818067,28.10162143,STAR
341.4395087,-0.271693793,GALAXY
334.7233707,19.66542394,GALAXY
44.42023813,3.120953989,GALAXY
111.7318419,40.23407341,GALAXY
145.0156567,14.64617571,GALAXY
148.8000205,15.17623917,GALAXY
162.106452,23.38981576,STAR
55.82943158,9.76439658,GALAXY
176.1099489,7.519158137,GALAXY
347.4358731,-1.927542136,GALAXY
332.4915991,2.372108455,QSO
136.300716,43.19776543,GALAXY
10.23779517,15.23262444,GALAXY
9.369267639,30.90616819,GALAXY
41.5022562,2.197404897,GALAXY
245.2185537,16.53206412,STAR
241.7479309,18.19342891,QSO
136.7377152,2.026072191,GALAXY
148.2288592,2.27389275,GALAXY
210.9702662,7.284771011,QSO
1.233125754,3.113910391,GALAXY
12.9119806,20.40018332,GALAXY
1.012157017,22.24281096,QSO
222.6250168,46.36820423,QSO
248.3295063,30.84764719,STAR
178.0055204,54.35217633,GALAXY
152.4444773,49.79436433,GALAXY
5.157545033,1.557600283,GALAXY
242.4938938,26.62768336,GALAXY
341.1431651,-0.238146565,GALAXY
160.6189654,-2.333594229,QSO
12.92938617,32.33682731,STAR
220.541672,3.504427352,GALAXY
117.4075299,28.46955856,GALAXY
128.1386725,37.74985256,GALAXY
8.674995149,15.26542035,GALAXY
11.64196357,15.13334115,GALAXY
330.3478086,18.66845377,GALAXY
338.8251242,20.31308946,GALAXY
230.6618233,32.88194746,GALAXY
236.8858097,29.80984091,GALAXY
240.7588668,27.6821453,GALAXY
7.018052141,3.139375749,QSO
180.2715814,54.37128719,QSO
345.9342794,19.39516115,STAR
346.1591128,19.38148004,GALAXY
124.9113423,3.60560002,GALAXY
333.6233049,-0.261318577,GALAXY
235.2817201,30.63908034,GALAXY
4.415516339,2.731849391,STAR
2.545855043,16.20721641,STAR
186.4681562,33.76340574,GALAXY
125.1545908,39.14583192,QSO
136.6156766,46.88411622,STAR
44.77496976,3.033605209,GALAXY
6.901153887,-7.270439003,GALAXY
155.3332084,24.2331575,GALAXY
347.3157633,22.60080168,STAR
348.721342,20.34481194,QSO
347.37033,-1.77591339,GALAXY
347.9337122,-1.885394825,GALAXY
232.0727115,36.80611815,GALAXY
337.8597943,2.61767954,QSO
181.2447717,48.15360213,GALAXY
346.0908895,18.73785535,QSO
253.5251547,19.90121907,QSO
157.1798632,2.575070394,GALAXY
160.1130363,58.20802274,GALAXY
227.6010133,22.60780922,GALAXY
246.4227998,15.0938866,GALAXY
246.6071175,15.83435008,QSO
167.1981243,53.12742197,GALAXY
343.344414,18.92172661,GALAXY
5.471629007,20.37554026,GALAXY
186.618391,7.601292619,GALAXY
193.6189959,7.507198126,GALAXY
137.157362,1.281485284,GALAXY
139.4774108,2.77760141,GALAXY
267.6932749,25.38246421,STAR
195.4973521,51.63154825,GALAXY
137.2771057,33.35773564,QSO
17.87474783,11.72356412,QSO
0.765104129,16.07217174,QSO
142.6268996,46.43712178,GALAXY
334.4654685,19.45012303,GALAXY
229.0995471,33.59728527,GALAXY
242.2140838,26.67696821,GALAXY
234.2351626,31.38003161,GALAXY
239.9212763,32.31535081,GALAXY
251.6244633,23.67059028,GALAXY
198.6357523,47.48150985,GALAXY
341.4270635,-0.300409371,GALAXY
336.5886431,-0.318687585,GALAXY
242.812995,26.44358432,GALAXY
251.1511683,20.83912663,GALAXY
240.8052105,27.54454284,GALAXY
340.2944593,2.978576101,QSO
49.00233812,0.776087747,QSO
54.60060416,0.723046296,STAR
337.8802182,10.70251316,STAR
336.8212104,20.00306265,GALAXY
180.4471251,54.38982613,QSO
343.646489,-0.222470257,QSO
157.5427794,-2.279944343,STAR
345.2485289,21.14124234,GALAXY
231.9079338,32.42544128,GALAXY
184.4518167,8.067493753,STAR
140.7211872,11.12455062,GALAXY
138.2899539,10.63140888,GALAXY
242.9715288,4.297497345,STAR
248.8788411,46.73461647,STAR
192.7797699,33.49490158,GALAXY
124.763347,38.57009087,STAR
343.1580719,20.84851535,GALAXY
165.8614701,23.12327707,STAR
347.6075609,-1.77299797,GALAXY
43.7001619,35.32699043,STAR
245.7298756,16.22025728,STAR
233.358654,21.88861748,STAR
177.1918161,54.29514465,GALAXY
326.5155684,25.38764268,GALAXY
132.0773851,1.730151481,QSO
132.453251,1.891184716,GALAXY
345.6557695,25.66246215,QSO
346.4835375,18.79301071,QSO
190.9420713,29.50503015,GALAXY
246.0513976,14.80389829,STAR
44.29794238,3.0408513,GALAXY
145.5315315,31.34517427,GALAXY
143.4760556,36.19831117,GALAXY
355.0567616,33.81650412,STAR
345.2619199,11.26638475,GALAXY
23.8677088,11.41123575,GALAXY
324.2317263,2.250811549,QSO
253.6110746,19.87210205,GALAXY
341.4217321,-0.323513156,GALAXY
241.9498342,27.06222443,GALAXY
171.0043061,-2.504963382,GALAXY
235.1762334,30.84737295,GALAXY
338.2194658,20.20104428,GALAXY
124.4919446,3.555019732,GALAXY
186.1305628,34.49674409,GALAXY
188.0678225,-2.527148714,STAR
22.15137757,11.37107076,GALAXY
218.8967968,46.9531367,GALAXY
336.7024348,-0.396212783,GALAXY
244.7534345,25.2816548,GALAXY
231.2642924,32.75030059,GALAXY
207.4728192,58.05462221,GALAXY
184.160261,7.569970887,GALAXY
185.4307259,7.696565434,GALAXY
349.5822067,18.43794419,STAR
342.9860504,29.64019935,STAR
347.8997273,-1.812075873,GALAXY
348.1884583,-1.91950586,GALAXY
235.7746545,20.91223009,QSO
218.2282382,43.12124645,GALAXY
32.26469701,-1.05778018,GALAXY
27.31845914,-1.176167566,GALAXY
344.8571719,2.594044637,QSO
1.213117921,20.2841305,GALAXY
12.25683971,20.44023977,GALAXY
210.9627158,49.93227039,QSO
181.6205358,54.33651104,GALAXY
155.606469,56.65363336,GALAXY
141.7884399,51.8050266,GALAXY
242.7456195,9.437693249,STAR
46.6886928,39.0654144,STAR
0.507930545,-8.273962513,GALAXY
227.2833258,0.792748479,QSO
144.1332586,23.79250132,GALAXY
196.5637824,14.24074145,GALAXY
340.5872149,21.51442788,QSO
15.14338557,-1.140805589,GALAXY
16.87399181,-1.140076718,GALAXY
1.936603174,16.06739234,GALAXY
134.3248066,31.69318795,GALAXY
127.6665136,27.69635132,GALAXY
136.6162695,32.89577143,STAR
169.7594303,27.75108615,STAR
338.71712,22.98121318,GALAXY
215.7572065,44.06263902,GALAXY
38.18401979,26.0796527,STAR
332.0913497,19.07152465,GALAXY
358.3780897,11.88123742,QSO
0.093569117,12.02145428,GALAXY
168.4512048,67.30395614,GALAXY
55.27816658,0.769427997,QSO
341.5436399,-0.227843549,GALAXY
241.0785253,27.45467116,GALAXY
339.6388251,20.43066115,GALAXY
329.418075,18.60730971,GALAXY
223.7499641,20.71796545,STAR
0.115996883,22.71416368,QSO
161.0338896,6.840209708,GALAXY
128.3919005,3.953223907,GALAXY
132.7719064,4.571331439,STAR
333.2406693,-0.264087842,GALAXY
231.3497588,32.66682863,GALAXY
244.3194163,25.53237474,GALAXY
327.9383722,2.684066457,STAR
13.80060609,11.87268788,QSO
14.57051928,11.85539591,QSO
357.3788645,16.06325753,STAR
354.2483766,2.175283349,GALAXY
169.5672793,7.720965967,QSO
333.1990427,19.32881267,STAR
26.79869223,11.17878083,GALAXY
30.20688687,10.89880737,GALAXY
195.400448,33.4437355,GALAXY
151.0469379,55.29199853,GALAXY
132.1928595,15.85601732,STAR
185.613009,42.4838074,GALAXY
169.5463565,7.382004206,QSO
173.7565166,36.0368385,GALAXY
165.7161627,23.00798638,QSO
127.638238,13.42544922,STAR
348.8271852,-1.920449703,GALAXY
214.2634067,3.924509881,GALAXY
4.182268122,15.34566883,GALAXY
164.4966158,25.94887854,GALAXY
27.34568191,18.26835592,QSO
358.7796304,20.3460102,GALAXY
4.334028482,20.51128951,GALAXY
11.72663616,20.44782006,GALAXY
144.7070214,31.0284208,GALAXY
145.1144764,31.21721374,GALAXY
7.418534923,3.27038014,QSO
20.06871833,11.57091105,QSO
209.9384079,3.962837374,GALAXY
243.5714543,25.94832595,GALAXY
345.7943015,32.68089649,STAR
13.37525348,11.86496162,GALAXY
34.07272331,-1.198723788,GALAXY
238.8909743,28.75615007,GALAXY
231.9293614,32.39345292,GALAXY
171.9095841,-2.476759663,STAR
2.094769042,3.227528717,STAR
52.24916852,0.704820137,STAR
50.36931743,0.764436295,STAR
2.09435941,-8.283719152,GALAXY
146.4577592,47.63801059,GALAXY
118.4665787,41.06254256,GALAXY
345.6552963,19.191783,GALAXY
178.8618968,7.39509298,GALAXY
119.0600626,30.14537868,GALAXY
114.4099538,25.34728313,GALAXY
134.0279258,41.83998392,GALAXY
253.2429679,19.16911339,GALAXY
354.4904528,11.69711024,GALAXY
210.8529353,7.222747363,STAR
141.5456283,11.25012058,GALAXY
212.4314177,6.887422905,STAR
154.4109103,16.07762834,GALAXY
348.6749686,-1.83263598,GALAXY
180.2590694,54.40183763,GALAXY
320.2602723,1.990848575,QSO
72.12871798,20.87844811,STAR
319.5327434,8.354296786,GALAXY
244.1227406,52.15132272,GALAXY
226.8765759,59.88470915,GALAXY
232.6563565,57.38292164,GALAXY
340.9135501,2.711647496,GALAXY
24.71210078,19.33842375,GALAXY
23.21928551,19.62882958,GALAXY
13.68965247,22.09449099,QSO
180.6316053,54.44143679,GALAXY
144.7254767,52.90159393,GALAXY
4.837952501,1.617690127,QSO
278.2710891,22.25795836,STAR
161.7166394,52.23140394,GALAXY
22.43329735,-1.241424549,GALAXY
355.0920315,15.97729264,STAR
169.4923034,54.01031126,GALAXY
142.0295013,35.67796376,GALAXY
159.9652436,26.32273918,QSO
31.59602326,14.46103773,GALAXY
217.8733501,3.734195442,GALAXY
9.223876738,15.35588556,GALAXY
251.0758526,20.89941467,GALAXY
234.9079574,30.83784303,GALAXY
354.8170968,11.85116176,GALAXY
2.143864937,3.329978996,GALAXY
55.50894702,0.665679774,STAR
343.2364832,21.03883941,GALAXY
10.9531193,11.96248749,STAR
11.09470508,11.90132272,STAR
224.3031787,39.96715759,GALAXY
117.4565901,28.4091484,GALAXY
136.6213183,43.37299193,GALAXY
330.2041454,21.37539626,GALAXY
126.7658968,36.85957858,GALAXY
220.0160373,46.56759022,GALAXY
249.974309,45.26632888,GALAXY
197.2056601,59.50029369,GALAXY
131.4587055,43.74499576,STAR
313.3340577,56.1420586,STAR
339.694645,-0.234062422,GALAXY
251.0448641,20.91099859,GALAXY
235.1052102,30.75389543,GALAXY
347.2354457,-1.850551501,GALAXY
347.2400909,-1.759983312,GALAXY
151.6213683,23.42023873,GALAXY
157.8804797,24.80154588,GALAXY
346.4928861,24.19896063,QSO
349.362996,19.15403376,STAR
232.4456804,22.20291055,QSO
168.9654255,20.19566708,GALAXY
328.3712133,2.259108329,STAR
341.1834987,2.679936071,QSO
151.6431977,56.06712831,GALAXY
346.3063292,2.897419604,GALAXY
238.966459,28.60260661,GALAXY
243.7748392,25.87614047,GALAXY
235.3498369,30.58150194,GALAXY
106.3097821,40.22440015,STAR
231.0745885,10.25734028,QSO
14.61975487,-1.246354128,GALAXY
15.91101961,-1.248638096,GALAXY
144.9163257,46.98996921,QSO
167.3793311,29.0314515,GALAXY
356.2821618,-0.502611206,GALAXY
194.5507016,7.595579118,GALAXY
127.7461245,27.87751553,GALAXY
129.7840168,28.94641366,GALAXY
194.8813078,-2.544815623,STAR
337.1215548,19.92724487,GALAXY
216.3647445,3.739590081,GALAXY
138.3304647,44.21112123,GALAXY
244.3541379,25.34023486,GALAXY
234.2367545,31.28286115,GALAXY
354.8054743,33.7605277,STAR
57.34162213,0.921909885,STAR
339.4677838,20.44480277,GALAXY
341.6485871,20.69780584,GALAXY
179.2670309,54.36166491,QSO
267.3801808,25.46500674,STAR
359.3689422,32.57080192,QSO
128.3891746,38.02309043,GALAXY
243.0225745,4.385969297,STAR
354.4134411,2.192801701,QSO
192.5818863,33.65889996,GALAXY
186.3909095,42.47444183,QSO
278.230811,22.25772068,STAR
162.6085938,23.3836145,STAR
4.194577371,-1.245109174,GALAXY
139.5277717,2.773502676,GALAXY
240.1278951,27.94524519,GALAXY
236.5569231,30.12979619,GALAXY
328.5861576,45.47713887,STAR
346.7800423,-1.890651022,GALAXY
346.9215531,-1.782612677,GALAXY
162.0939641,52.1332242,GALAXY
163.4457928,25.69007394,GALAXY
188.3188453,25.04475384,GALAXY
342.82563,10.98372315,GALAXY
343.2208785,11.06427521,GALAXY
346.4015429,11.41337281,GALAXY
3.324143241,11.87129946,GALAXY
9.760998285,12.0034404,GALAXY
22.80646764,11.29368985,GALAXY
5.248242629,3.164258103,QSO
254.1929209,18.31619922,GALAXY
249.7998751,21.76880495,GALAXY
167.5657815,-2.531909582,STAR
234.9924431,30.79412022,GALAXY
229.9845055,23.24278358,STAR
132.665705,46.67911405,QSO
134.516174,47.80356331,GALAXY
343.2270743,19.02410022,GALAXY
153.5841589,26.24814864,GALAXY
340.2492076,21.58751492,STAR
242.8521517,26.27195441,GALAXY
14.19837147,11.83122957,GALAXY
19.67302242,11.62333254,GALAXY
147.8527955,2.321170875,GALAXY
344.5851271,19.23800152,GALAXY
343.6755957,-0.237714174,GALAXY
163.1741263,5.38835218,GALAXY
133.8936666,31.60421195,GALAXY
132.191476,30.3949434,GALAXY
144.9973808,31.1370261,GALAXY
354.5110433,32.2438337,STAR
168.1871439,32.58719674,GALAXY
168.2231983,32.61798927,GALAXY
132.2387787,44.35996507,QSO
151.8269565,15.74862348,GALAXY
254.0801781,18.51327169,GALAXY
251.6848481,20.43680712,GALAXY
205.9361841,7.076440722,GALAXY
179.1339118,36.37479591,GALAXY
117.4837454,28.45482454,GALAXY
127.4445863,37.35140531,GALAXY
158.3642049,24.94458659,GALAXY
184.6991458,25.13271854,GALAXY
39.98552441,29.39474971,STAR
238.2725385,60.43043464,STAR
195.0425748,47.82030513,GALAXY
185.7362576,48.15315686,GALAXY
228.4154913,12.73553219,STAR
341.6697321,2.683016784,QSO
152.6505032,49.65000752,GALAXY
160.3008225,66.23735161,GALAXY
161.1258988,66.32794609,GALAXY
178.3122232,68.15312501,GALAXY
5.782370046,3.126423337,GALAXY
138.8653781,15.47699183,GALAXY
242.6218211,26.56580371,GALAXY
235.2406629,30.68715689,GALAXY
160.6938281,23.06467502,QSO
31.83055797,-1.115083545,GALAXY
21.41525248,-1.118009452,STAR
9.961986416,-1.062549861,GALAXY
132.053475,44.79609188,GALAXY
120.9716382,10.65371429,STAR
109.7099822,39.69364941,STAR
211.7291253,19.00008292,GALAXY
31.70647681,14.21718916,GALAXY
7.296271211,0.013181538,GALAXY
175.8988708,3.716377054,GALAXY
322.1273495,8.739805967,GALAXY
144.5744392,31.00005311,GALAXY
236.2788877,30.26406453,GALAXY
229.1379162,33.57395475,GALAXY
239.3718146,28.35002953,GALAXY
239.0652676,28.59232706,GALAXY
241.1592764,27.4540954,GALAXY
346.5069955,21.24554455,GALAXY
333.8127424,19.45438246,GALAXY
149.7890397,6.045497338,GALAXY
15.43233636,11.76584334,QSO
188.2214503,-2.64402159,STAR
322.6122868,8.794127934,GALAXY
131.2085581,40.02025481,GALAXY
44.48017349,3.167597919,GALAXY
6.959251738,-7.192272714,GALAXY
203.0959187,58.74508863,STAR
124.7531839,38.57898355,STAR
130.1420328,42.74124539,STAR
124.3108128,42.25204077,GALAXY
188.1312861,42.34684335,QSO
149.9153069,15.49194835,GALAXY
342.0638623,-0.232739777,GALAXY
241.1326169,27.47012132,GALAXY
118.7254151,52.37959748,QSO
1.457185833,16.16255634,GALAXY
2.208342014,16.09097355,GALAXY
185.3280823,7.537953763,GALAXY
188.9706723,7.630061429,GALAXY
172.8344899,35.97388273,GALAXY
180.0740641,36.53501778,GALAXY
181.8292392,36.57427544,QSO
348.4262052,-1.792724202,GALAXY
245.2494985,16.48140571,STAR
249.0772665,25.72360106,GALAXY
346.1621688,19.32514855,GALAXY
345.0742057,26.63127001,QSO
30.59885492,2.688985233,STAR
355.9858746,20.3872964,GALAXY
24.5415868,21.25001984,GALAXY
221.4375186,46.66807791,STAR
345.3200112,19.31524496,GALAXY
178.4916011,59.94543329,GALAXY
150.9363297,55.29797967,GALAXY
135.0133539,48.11413436,STAR
3.68893383,1.513909848,STAR
8.720961772,1.481273969,QSO
223.5083455,-2.293531431,STAR
225.8244651,-2.277654197,STAR
155.5082396,-2.190066968,QSO
128.2199454,28.07759691,GALAXY
132.4145123,30.58362498,GALAXY
344.7192289,21.16033501,GALAXY
355.1498899,33.77537252,STAR
344.2362793,21.73716502,GALAXY
45.82935736,38.20962269,STAR
129.4903179,1.707490251,GALAXY
347.2121846,3.079029432,QSO
112.6036627,39.89684171,GALAXY
344.2532533,19.09695088,GALAXY
173.0390875,-2.521476946,STAR
337.010688,10.65270338,GALAXY
5.315257172,11.89382154,GALAXY
214.0584741,-2.59731693,STAR
342.6472239,3.086252618,QSO
324.0200119,3.484787918,STAR
212.7128839,48.75474121,GALAXY
253.3867618,18.94039876,GALAXY
217.1097338,42.77002129,GALAXY
1.444652404,32.64925105,QSO
17.95292503,31.93543554,QSO
333.510071,21.90155232,GALAXY
152.9272491,16.00507439,GALAXY
358.6334284,20.25311449,GALAXY
338.2181805,21.28592001,GALAXY
119.0705169,52.94341493,STAR
347.853582,-1.795791135,GALAXY
10.00256947,15.2960992,GALAXY
244.5884791,16.73417604,STAR
176.6330902,54.18005777,GALAXY
223.6026293,23.84651142,GALAXY
193.1107953,7.872659563,STAR
152.045337,23.38440789,GALAXY
156.0984434,24.36887249,GALAXY
183.6813866,25.13668704,GALAXY
37.57156564,2.73032288,GALAXY
352.1083373,2.89802135,GALAXY
44.21112909,0.973934516,GALAXY
353.7925771,19.89298883,GALAXY
11.24058812,-8.095806393,GALAXY
175.709286,54.04457767,GALAXY
190.0640496,7.547594013,GALAXY
178.5593011,36.42208391,GALAXY
179.8713623,36.44106568,STAR
247.9912181,13.78952164,STAR
359.3279479,11.92854216,GALAXY
357.4197946,16.01302602,STAR
26.80133985,11.17630082,GALAXY
244.2295989,52.06593192,GALAXY
134.0727293,31.59928988,GALAXY
349.6830889,11.5527595,GALAXY
8.65633998,11.98815032,GALAXY
15.14471471,11.73604909,GALAXY
333.6844177,19.35637403,GALAXY
254.1383156,18.56973895,GALAXY
250.0534865,21.56031198,GALAXY
135.082376,1.967720949,GALAXY
11.51067718,3.202811304,QSO
55.9719659,0.834994277,QSO
339.8439932,10.72615821,QSO
179.0952388,54.31653803,QSO
182.1567795,54.37386481,QSO
144.1819446,46.63076168,STAR
342.353884,-0.276984226,QSO
229.2267365,33.66318796,GALAXY
229.734963,33.36452542,GALAXY
252.226533,19.83120358,GALAXY
117.2959661,28.32190874,GALAXY
18.85920045,11.63825254,STAR
19.85365299,11.55425133,STAR
270.3491377,24.49827708,STAR
65.03292626,27.49333087,STAR
326.6014356,-2.425566642,QSO
123.4037175,37.38207818,GALAXY
149.9100345,15.40920139,GALAXY
2.045764315,16.04921588,GALAXY
335.5223585,2.371872477,GALAXY
14.01764151,15.19803693,GALAXY
184.2313673,25.1793247,GALAXY
349.4489486,18.90921227,STAR
251.65647,23.52747167,STAR
359.8372293,2.898076808,QSO
232.1692634,22.3523242,QSO
131.2917403,45.92920482,GALAXY
205.2354816,58.53914951,GALAXY
3.98209348,1.502494921,QSO
235.0180467,30.8552742,GALAXY
357.1112163,35.83617156,GALAXY
357.6812807,3.211515164,GALAXY
108.5093437,40.79950469,STAR
200.3190625,14.03873327,GALAXY
246.9224795,8.240969106,QSO
176.962055,-2.498789435,STAR
191.8086961,54.87297032,GALAXY
32.04888329,5.981430766,STAR
213.1129328,26.76662311,GALAXY
201.9135942,46.44337607,GALAXY
155.1097782,47.09558734,GALAXY
321.3409856,3.247931695,GALAXY
65.05037855,30.91715702,STAR
130.7860231,29.63171827,GALAXY
173.1196205,28.13594561,STAR
359.6263879,34.77970069,GALAXY
335.7239014,19.71690327,GALAXY
241.8146999,26.91564294,GALAXY
250.1981995,21.48477286,GALAXY
239.6789124,28.2412751,GALAXY
355.806906,11.775972,GALAXY
19.45341149,11.66020322,GALAXY
322.7921402,8.733718266,GALAXY
11.00579182,3.263268269,QSO
158.1046428,65.93899317,QSO
182.0485574,54.42026221,STAR
146.5977219,47.63737703,QSO
242.3744286,26.58575723,GALAXY
238.5960122,28.94094283,GALAXY
1.954424583,16.20809068,QSO
340.0287886,20.49699897,GALAXY
18.0212007,11.7124094,GALAXY
6.131249083,3.186925164,STAR
139.6403084,10.96313907,GALAXY
128.1617594,37.73662253,GALAXY
337.8876365,22.84925105,GALAXY
151.9623085,42.68838196,QSO
